seqnames start end width strand Conc Conc_t39 Conc_t37 Fold p.value FDR X39.1 X39.2 X39.3 X39.4 X37.1 X37.2 X37.3 X37.4 name
chr5 34466146 34466346 201 * 5.40713256576089 5.94768022755655 4.53271869856879 1.34649096791285 7.63363976491639e-13 1.29630922904185e-11 71.84 48.82 70.13 56.09 20.8 23.44 26.39 21.95 chr5:34466146-34466346
chr10 121216937 121217137 201 * 6.53681013269416 7.06828117509835 5.68632380847085 1.3464808166563 3.28566942121421e-23 1.68189698433899e-21 144.85 148.68 137.84 105.45 46.69 47.95 52.78 58.55 chr10:121216937-121217137
chr12 110533153 110533353 201 * 6.62497914806583 7.16075888221291 5.76320258914274 1.34632931629038 1.97060735599647e-25 1.24073986688975e-23 144.85 150.9 148.72 127.88 53.37 63.93 43.99 55.96 chr12:110533153-110533353
chr1 127219621 127219821 201 * 8.6008200124733 9.12340050185765 7.77325017725313 1.34575385967373 3.89791756416053e-65 3.2555964341235e-62 587.49 616.92 544.1 482.37 212.28 225.9 212.6 224.28 chr1:127219621-127219821
chr16 20794881 20795081 201 * 6.83830147272692 7.36214073890241 6.00751755049087 1.34558769077291 2.47630544006179e-28 1.93959881889472e-26 172.66 173.09 162.02 150.32 56.9 67.13 67.45 65.86 chr16:20794881-20795081
chrX 155378115 155378315 201 * 6.7213686058696 7.25826347595044 5.85665003268972 1.34542668713779 1.75139817840495e-26 1.21280619543675e-24 154.12 148.68 154.77 154.81 51.8 60.74 54.25 65 chrX:155378115-155378315
chr7 73424840 73425040 201 * 7.39097658869442 7.91682312291456 6.55504673435169 1.34466700714814 3.65912778057664e-38 6.08746479609713e-36 231.75 245.22 256.33 233.33 97.31 100.16 93.84 84.81 chr7:73424840-73425040
chr7 141317803 141318003 201 * 5.27139381169962 5.84881631522995 4.29378020888359 1.344126746197 1.14509237173261e-11 1.65390781222314e-10 70.68 56.59 62.87 40.38 23.94 13.85 16.13 24.54 chr7:141317803-141318003
chr15 11145672 11145872 201 * 5.2316771309055 5.79131733539125 4.3050817168746 1.3441104156254 6.4462237265732e-12 9.62476939517955e-11 55.62 54.37 53.2 58.33 16.09 20.25 19.06 23.68 chr15:11145672-11145872
chr15 20436400 20436600 201 * 6.33754164835883 6.85297845052591 5.52802538842505 1.34270956663049 7.23887218135749e-18 2.18235332197529e-16 97.34 146.46 122.12 96.47 34.53 43.69 61.58 44.77 chr15:20436400-20436600
chrX 129599661 129599861 201 * 6.17377931318561 6.73002571498916 5.25664958019825 1.34251512735425 5.9816553004366e-19 2.00165358951773e-17 97.34 118.72 91.89 116.67 45.52 36.23 33.72 37.45 chrX:129599661-129599861
chr4 56005489 56005689 201 * 7.02778001482802 7.55689731382539 6.18341007228218 1.34242895920178 4.53862559865055e-32 4.73840617187687e-30 195.83 200.83 183.78 172.76 72.98 74.59 70.38 72.75 chr4:56005489-56005689
chr15 43152670 43152870 201 * 7.57519783957849 8.11241198387592 6.70963541378585 1.34232588964305 1.39687595779962e-34 1.76172101728593e-32 300.12 297.37 235.78 273.72 121.64 119.34 82.11 95.57 chr15:43152670-43152870
chr10 55194189 55194389 201 * 5.86168987042008 6.41523239270264 4.95204156169787 1.34164919756236 8.34973773361048e-15 1.80994275220803e-13 78.8 83.22 60.46 118.91 32.96 29.84 35.19 25.83 chr10:55194189-55194389
chr1 87827245 87827445 201 * 9.36830990373584 9.89639010910173 8.52662356717269 1.34039315086572 9.35349680253021e-68 9.11420317599881e-65 981.47 989.74 1010.81 830.13 401.42 378.27 312.3 383.13 chr1:87827245-87827445
chr9 98616435 98616635 201 * 5.6179442026546 6.18176579062245 4.6795693991245 1.34034051575649 1.27407162225073e-14 2.70726989493366e-13 76.48 69.9 67.71 76.28 30.61 24.51 21.99 25.4 chr9:98616435-98616635
chr11 105460013 105460213 201 * 6.6642460878429 7.18757592774707 5.83476410539709 1.34029913509048 1.56259979863044e-23 8.27298551860935e-22 136.73 164.22 163.23 118.91 47.09 63.93 55.72 61.56 chr11:105460013-105460213
chr5 52539637 52539837 201 * 6.03931541062921 6.5775802390113 5.17097117929405 1.3392822207705 4.37594369011511e-18 1.34500701081341e-16 91.54 105.41 93.1 91.99 34.92 46.88 27.86 34.44 chr5:52539637-52539837
chr11 93006082 93006282 201 * 8.3446547160842 8.86662273922941 7.51864511888914 1.33905306711939 6.39007949960376e-57 3.16990543710344e-54 543.46 459.36 442.53 421.79 185.6 177.95 189.14 180.8 chr11:93006082-93006282
chr13 42558585 42558785 201 * 8.57016127250788 9.09874463802118 7.72717381217428 1.33885366190466 2.85083239972331e-67 2.71329631104364e-64 573.59 540.36 574.33 504.81 228.76 216.31 187.68 214.81 chr13:42558585-42558785
chr11 19740560 19740760 201 * 6.19468165687444 6.73842661722524 5.31170730748455 1.33873485287716 6.06472424998981e-20 2.25024362912927e-18 101.97 119.83 108.82 96.47 43.56 41.56 33.72 40.04 chr11:19740560-19740760
chr13 98038817 98039017 201 * 5.05192874404823 5.6260435680272 4.08399081090521 1.33807420142191 1.85845729613148e-10 2.25155195900854e-09 41.72 51.04 37.48 67.31 16.87 12.79 20.53 17.65 chr13:98038817-98039017
chr16 14071791 14071991 201 * 6.8940108034118 7.42587707608164 6.04249391413824 1.33800225778854 9.020022801313e-29 7.31712474043875e-27 174.97 162 182.58 168.27 60.82 60.74 68.91 73.18 chr16:14071791-14071991
chr2 137738847 137739047 201 * 5.11900508362887 5.65620244790505 4.25348702494492 1.33705376987221 1.17217744169297e-10 1.4627823720081e-09 52.14 55.48 44.74 49.36 17.66 9.59 32.26 16.79 chr2:137738847-137739047
chr11 121002213 121002413 201 * 6.91168203544237 7.45265883757582 6.03612322986892 1.33657279631608 1.85696888986786e-25 1.17099199233108e-23 147.16 171.98 172.9 208.65 57.29 56.47 70.38 78.35 chr11:121002213-121002413
chr16 82789517 82789717 201 * 6.36289320443399 6.89930540032573 5.49944906505427 1.33652992593316 1.15106655568313e-20 4.59814293065981e-19 126.31 119.83 96.73 134.62 45.52 54.34 41.05 40.04 chr16:82789517-82789717
chr6 99013792 99013992 201 * 5.91024339324821 6.44099414918246 5.06163260388595 1.33652169120835 4.42858494337639e-16 1.09876964595423e-14 79.95 108.74 71.34 87.5 30.61 31.97 39.59 31.43 chr6:99013792-99013992
chr2 60539653 60539853 201 * 7.12160657286539 7.63164409805548 6.32552877415999 1.33648523304941 2.25534637967776e-28 1.77673105411939e-26 203.94 231.9 195.88 161.54 65.53 82.05 95.3 77.92 chr2:60539653-60539853
chr6 43774557 43774757 201 * 6.88929203565734 7.42099825025591 6.03819262138803 1.33636665911091 4.39068282954487e-29 3.63011899273815e-27 188.88 169.76 176.53 150.32 66.31 67.13 60.11 69.31 chr6:43774557-43774757
chrX 141403248 141403448 201 * 5.32792117675944 5.89566961392049 4.37836426819429 1.33616658525314 4.8626877918779e-12 7.37476113494531e-11 60.26 71.01 50.78 56.09 26.68 13.85 21.99 20.66 chrX:141403248-141403448
chr11 22994360 22994560 201 * 7.16853698106072 7.69995647613938 6.31818499171353 1.33614510527527 8.42333191368089e-33 9.49666860146963e-31 229.43 214.15 201.92 186.22 77.3 75.65 76.24 89.97 chr11:22994360-22994560
chrX 161753621 161753821 201 * 5.5881128848029 6.14552503125161 4.66774127002522 1.33545976729019 3.14018350016852e-14 6.34321716861535e-13 78.8 79.89 61.66 62.82 28.25 23.44 21.99 27.98 chrX:161753621-161753821
chr17 66091260 66091460 201 * 4.91557609073436 5.49691080031799 3.92640504869103 1.33504969065679 7.92974522606473e-10 8.74858574603888e-09 37.08 45.49 37.48 60.58 17.66 17.05 13.2 12.91 chr17:66091260-66091460
chr1 141991088 141991288 201 * 5.35139353860997 5.89989313954922 4.45555883054321 1.33475152987379 1.21126114754076e-12 1.99844660728399e-11 59.1 67.68 60.46 51.6 19.23 24.51 19.06 24.97 chr1:141991088-141991288
chr8 73214216 73214416 201 * 5.19231143974608 5.77029365521118 4.21305191572712 1.33367518326243 1.32937686876926e-11 1.90361837098727e-10 55.62 47.71 54.41 60.58 19.62 21.31 11.73 21.52 chr8:73214216-73214416
chr9 112848815 112849015 201 * 6.28323183195254 6.8133551936859 5.43625195175008 1.3336087696643 2.86111669950466e-20 1.09585991095534e-18 113.56 116.51 123.33 96.47 48.26 45.82 42.52 36.59 chr9:112848815-112849015
chr5 103393360 103393560 201 * 7.59313208946249 8.12526942927105 6.74090780195894 1.33343720504441 7.07629375081446e-42 1.50052259015004e-39 268.83 290.71 292.6 264.74 117.72 107.62 95.3 107.19 chr5:103393360-103393560
chr7 86488920 86489120 201 * 8.14337365703941 8.66574457552554 7.31633796142243 1.33229786605107 4.04097503561302e-57 2.06723654774976e-54 393.98 397.23 431.65 401.6 150.68 156.64 162.75 167.46 chr7:86488920-86489120
chr16 14444601 14444801 201 * 5.63877219243924 6.17954435024032 4.76375952992941 1.33227852852697 2.80855594701623e-14 5.71422104944632e-13 70.68 69.9 64.08 85.26 25.51 20.25 36.66 26.26 chr16:14444601-14444801
chr8 65367906 65368106 201 * 5.64210666645336 6.2005948568014 4.71873381079753 1.33139401291871 2.10777394961558e-14 4.35995465125057e-13 75.32 72.12 59.25 87.5 29.43 25.57 24.93 25.4 chr8:65367906-65368106
chr7 82479465 82479665 201 * 6.95060975427682 7.46698615707117 6.13873687193447 1.33124785116694 1.98329077557054e-25 1.24710209565475e-23 196.99 205.27 159.6 145.83 56.5 75.65 74.78 74.9 chr7:82479465-82479665
chr16 9259092 9259292 201 * 6.57673650080218 7.10414503421264 5.73678451073611 1.33119867035374 1.55412624255842e-22 7.47835314989121e-21 144.85 157.56 108.82 139.1 47.87 60.74 51.32 53.38 chr16:9259092-9259292
chr12 12172196 12172396 201 * 5.79049377276276 6.32844442444791 4.92298213466174 1.33119296789153 1.90837083471206e-15 4.42875138055052e-14 79.95 79.89 78.59 83.01 31.39 40.49 24.93 24.54 chr12:12172196-12172396
chr6 146744083 146744283 201 * 5.50660345422778 6.06010840466069 4.59705873260172 1.33109587311805 1.46704687567241e-13 2.73404494127191e-12 75.32 74.34 54.41 62.82 25.11 23.44 21.99 26.26 chr6:146744083-146744283
chr4 134773165 134773365 201 * 7.0015424216743 7.51447472476463 6.19828152757507 1.33096045075566 1.07819515953408e-27 8.0521306572102e-26 213.21 171.98 180.16 166.03 71.02 78.85 83.57 60.27 chr4:134773165-134773365
chr2 9701554 9701754 201 * 5.88713710293829 6.43035949288323 5.00556666636695 1.33044312028612 5.88503845368346e-17 1.61048573210446e-15 93.86 84.33 88.26 78.53 32.96 34.1 27.86 33.58 chr2:9701554-9701754
chr3 84622031 84622231 201 * 5.94861940470568 6.47540662278096 5.11026916187165 1.33042305083974 5.49449715790389e-16 1.34892047651947e-14 82.27 114.29 78.59 80.77 28.25 39.43 35.19 35.3 chr3:84622031-84622231
chr9 95959772 95959972 201 * 9.48454463026091 10.0044983659726 8.66364984784675 1.33034328949746 2.81981026412731e-69 2.92157329024158e-66 1022.03 1080.73 1137.77 868.27 402.2 386.8 409.08 424.03 chr9:95959772-95959972
chr4 72001293 72001493 201 * 7.87393001410833 8.40135278046828 7.03394130265244 1.32950986451788 4.2833599405109e-39 7.65496276180694e-37 338.36 338.42 408.68 266.99 133.02 133.19 112.9 145.07 chr4:72001293-72001493
chr10 8956065 8956265 201 * 5.50909131079552 6.04073805298912 4.6581469741652 1.328090508841 2.77102405407435e-13 4.99034301100196e-12 56.78 63.25 73.76 69.55 21.19 23.44 32.26 24.11 chr10:8956065-8956265
chr13 69629515 69629715 201 * 5.36965370196562 5.94994284179122 4.38358363418486 1.32754385448762 2.77829850262935e-12 4.36480826753771e-11 68.37 49.93 61.66 67.31 25.11 19.18 14.66 24.54 chr13:69629515-69629715
chr7 144636118 144636318 201 * 7.22909949039674 7.74850180403139 6.40960051915854 1.32739282392612 2.80624711603489e-34 3.48021413173594e-32 224.8 234.12 212.8 188.46 80.44 89.51 83.57 86.53 chr7:144636118-144636318
chr6 7941897 7942097 201 * 6.21747404042946 6.74358786731908 5.38085701283428 1.32712423652404 2.77149180927344e-18 8.68156816229774e-17 134.42 112.07 83.43 98.72 37.67 43.69 43.99 41.33 chr6:7941897-7942097
chr12 5770582 5770782 201 * 6.44666799100683 6.97407476800421 5.60672053244353 1.32684580034473 2.84012072371331e-21 1.20511519625017e-19 127.46 154.23 126.96 94.23 51.8 52.21 43.99 46.92 chr12:5770582-5770782
chr9 37418871 37419071 201 * 7.16588022053634 7.67665778917367 6.36797084917936 1.32664478503749 9.24294570850009e-28 6.95353262119891e-26 207.42 233.01 216.43 161.54 66.31 100.16 82.11 81.79 chr9:37418871-37419071
chr2 60830814 60831014 201 * 8.48382894193446 9.00668845579564 7.65554752112097 1.32624089309323 1.69594555641791e-64 1.33475807440733e-61 487.84 562.55 524.75 482.37 206.4 196.06 193.54 210.51 chr2:60830814-60831014
chrX 163420524 163420724 201 * 7.45566031088753 7.98116306370999 6.6206136040294 1.32579385368567 1.69452688202179e-35 2.31937658562485e-33 263.04 289.6 253.91 204.17 103.59 86.31 98.24 105.47 chrX:163420524-163420724
chr13 79627568 79627768 201 * 5.9716211099053 6.51521137546654 5.08906255155477 1.32564250473663 7.08847009338653e-16 1.71859705454319e-14 83.43 106.52 74.96 100.96 40.81 33.03 35.19 27.12 chr13:79627568-79627768
chr16 46567602 46567802 201 * 7.15069371849707 7.68962365800697 6.28058470361786 1.32526540170027 6.33768690109858e-31 6.06011694558201e-29 202.78 219.7 178.95 224.36 80.83 66.06 76.24 87.82 chr16:46567602-46567802
chr1 39676542 39676742 201 * 5.95680968568171 6.50681656121219 5.05686513053499 1.32505814934303 8.2789906439259e-17 2.23718607856051e-15 90.38 94.31 102.77 76.28 40.81 30.9 27.86 33.58 chr1:39676542-39676742
chr2 61922596 61922796 201 * 6.18685997934309 6.72736181677141 5.31256829691451 1.3249387135129 1.49438658556958e-18 4.78548655772519e-17 126.31 117.61 99.15 80.77 45.12 38.36 33.72 41.76 chr2:61922596-61922796
chrX 113075439 113075639 201 * 6.21279332721601 6.75330473931447 5.33847611634068 1.32374256738416 3.14933574694914e-19 1.08583100346897e-17 96.18 117.61 125.75 91.99 43.95 41.56 33.72 42.62 chrX:113075439-113075639
chr11 30405498 30405698 201 * 4.84640352601837 5.40739629652807 3.91601203672763 1.32343141627311 3.03033701182797e-09 3.03779687391465e-08 60.26 34.4 45.95 29.17 14.91 10.66 17.59 17.22 chr11:30405498-30405698
chr14 22620406 22620606 201 * 5.41469847839559 5.94348691078608 4.57118026778789 1.32310299173978 1.97174458909552e-12 3.15706702586184e-11 62.57 63.25 66.5 53.85 20.01 14.92 35.19 24.97 chr14:22620406-22620606
chr15 55493401 55493601 201 * 6.44513820696128 6.96503870735749 5.62437826094699 1.32289058479591 2.97075035889777e-20 1.13678769343684e-18 105.45 124.27 119.7 150.32 40.02 50.08 61.58 45.63 chr15:55493401-55493601
chr3 155057709 155057909 201 * 6.44713440481248 6.98838235579629 5.57085153472101 1.32246668512131 1.35410725508591e-21 5.92067483632674e-20 135.58 120.94 110.03 141.35 45.52 41.56 48.39 54.67 chr3:155057709-155057909
chr2 127573481 127573681 201 * 7.04312818044106 7.56616704019787 6.21438912248437 1.32226897822838 7.74105893783495e-26 5.06485543661653e-24 181.93 194.18 240.61 141.35 69.06 68.2 76.24 83.51 chr2:127573481-127573681
chr5 33069979 33070179 201 * 6.24806435037311 6.78461348889298 5.38425879079915 1.32177027315405 1.88295149517564e-19 6.64889831025115e-18 111.24 116.51 125.75 87.5 45.91 31.97 43.99 45.2 chr5:33069979-33070179
chr1 193453584 193453784 201 * 5.17278295258792 5.75366129940784 4.18496649769588 1.3213293870387 8.01719469926042e-11 1.0262987227544e-09 50.99 56.59 38.69 69.55 22.37 13.85 17.59 18.94 chr1:193453584-193453784
chr8 92293824 92294024 201 * 7.90475607661446 8.43268263312404 7.06346673708924 1.32123525883728 1.47914863274347e-44 3.74829085878285e-42 341.83 353.95 385.7 300.64 151.07 127.87 118.76 137.33 chr8:92293824-92294024
chr5 97878377 97878577 201 * 8.04916468875322 8.56327404018956 7.24296866821167 1.32091189016864 2.9827077158765e-50 1.04332311646242e-47 363.85 429.41 383.29 336.54 147.15 144.92 162.75 151.1 chr5:97878377-97878577
chr6 92665840 92666040 201 * 6.99562822686672 7.52061293934896 6.16191090784019 1.32055726404441 3.24102175247505e-30 2.89924449685066e-28 176.13 174.2 193.46 190.71 67.49 68.2 76.24 74.47 chr6:92665840-92666040
chr18 47821117 47821317 201 * 5.11786253513669 5.66231875640858 4.23297432935225 1.3205123493756 1.12195742387752e-10 1.40460901042825e-09 61.41 58.81 37.48 44.87 19.62 14.92 23.46 17.22 chr18:47821117-47821317
chr7 40698430 40698630 201 * 6.91332844055556 7.43876933055605 6.07844057473152 1.32029091562376 8.34445200694292e-26 5.43791195239081e-24 186.56 205.27 160.81 141.35 71.02 51.15 76.24 71.89 chr7:40698430-40698630
chr17 67629232 67629432 201 * 8.37279623783273 8.88548198919417 7.57014909470635 1.32007864611368 3.85752320909392e-48 1.20054042656862e-45 500.59 423.86 547.73 419.55 170.69 214.18 190.61 184.68 chr17:67629232-67629432
chr1 54060758 54060958 201 * 6.46590233818895 7.001495424015 5.60461739792879 1.31915113933077 1.91326491701926e-20 7.4501734882466e-19 112.4 142.03 110.03 148.08 41.59 58.61 41.05 53.38 chr1:54060758-54060958
chr1 92113342 92113542 201 * 7.32474378238916 7.85216207316875 6.48476661818992 1.31900235217344 4.63235678332751e-34 5.65071587290819e-32 237.55 252.98 243.03 190.71 92.6 92.7 74.78 98.15 chr1:92113342-92113542
chr3 108690031 108690231 201 * 7.60644688104612 8.13197884449098 6.77132516357831 1.31839801770692 8.46604356804179e-33 9.53169370134509e-31 303.6 266.3 330.09 222.12 129.1 106.56 99.7 101.6 chr3:108690031-108690231
chr15 72001483 72001683 201 * 8.22630906968253 8.73849198043389 7.42491253417032 1.31830325984882 8.28397054350822e-53 3.49510965441594e-50 434.54 484.88 409.89 379.17 170.69 185.41 171.55 159.71 chr15:72001483-72001683
chr6 5583321 5583521 201 * 6.99152458859915 7.53283012784936 6.11508787289147 1.31819307456414 4.6819726019616e-28 3.60173063386427e-26 207.42 181.97 174.11 177.24 74.95 67.13 54.25 80.93 chr6:5583321-5583521
chr3 65766507 65766707 201 * 7.62400890049004 8.15567073940796 6.77302520048648 1.31817913132421 1.10115860957163e-34 1.39737881165966e-32 330.25 304.02 255.12 251.28 128.31 104.42 92.37 112.36 chr3:65766507-65766707
chr2 72269746 72269946 201 * 6.51454678074256 7.04472718818442 5.66741871587896 1.31770853106424 3.60312320666983e-22 1.67472593747378e-20 118.19 133.15 151.14 125.64 45.91 47.95 51.32 58.12 chr2:72269746-72269946
chr8 117335264 117335464 201 * 6.27126035698908 6.78892804093333 5.45613999257212 1.31755453674427 1.21735939816109e-17 3.5868280813133e-16 91.54 142.03 110.03 98.72 41.99 33.03 60.11 40.47 chr8:117335264-117335464
chr17 13855453 13855653 201 * 8.30701068563579 8.82749095327252 7.48478133603485 1.31753427293057 4.68606171476377e-55 2.16699908144141e-52 484.36 432.73 487.27 412.82 170.69 189.67 159.82 196.3 chr17:13855453-13855653
chr11 73232671 73232871 201 * 6.65289703564318 7.1735525299827 5.83022316795319 1.31709974119 9.48321045071151e-24 5.09658738411811e-22 134.42 135.37 143.88 163.78 51.4 68.2 57.18 50.8 chr11:73232671-73232871
chr17 84390125 84390325 201 * 7.51622077777146 8.02488490752184 6.72353343712479 1.31704578796216 5.93556159122455e-37 9.13217390607746e-35 265.36 294.04 264.79 217.63 101.24 115.08 109.97 96.43 chr17:84390125-84390325
chr13 58971436 58971636 201 * 7.83043036350899 8.34857897982901 7.01409787240054 1.31698761552338 4.02247830920096e-46 1.13142224084676e-43 320.98 360.61 337.34 284.94 133.02 132.13 123.16 128.72 chr13:58971436-58971636
chr18 35435680 35435880 201 * 5.64487736247149 6.18651887481477 4.76754265331789 1.31669678350821 7.91480931929564e-14 1.53297458020272e-12 78.8 67.68 64.08 80.77 25.11 17.05 36.66 30.13 chr18:35435680-35435880
chrX 71150606 71150806 201 * 8.42781550311612 8.94114405086209 7.62356745420826 1.31606329427719 3.28214454269174e-64 2.53440389588548e-61 514.49 519.28 483.64 448.72 198.16 202.46 197.94 190.28 chrX:71150606-71150806
chr12 86775669 86775869 201 * 7.34624869018659 7.86435492493511 6.53002307341499 1.31605481965566 7.99212134800448e-35 1.03343305601187e-32 267.67 214.15 223.68 226.6 88.29 90.57 98.24 92.55 chr12:86775669-86775869
chr7 65735444 65735644 201 * 5.64774118694823 6.17251739034389 4.81455846084114 1.31579260749385 3.02822354870763e-13 5.43202116338524e-12 75.32 77.67 59.25 76.28 23.54 17.05 43.99 27.98 chr7:65735444-65735644
chr13 92694245 92694445 201 * 6.5156612186041 7.05120149666845 5.65451532836806 1.31550299828483 8.78438877218678e-23 4.33400244359409e-21 132.1 136.48 131.79 130.13 47.87 45.82 48.39 59.41 chr13:92694245-92694445
chr2 39311522 39311722 201 * 5.49546441302286 6.06239509065065 4.54824582991337 1.31544273838144 9.29002758315962e-13 1.55588825342889e-11 64.89 53.26 61.66 87.5 27.47 21.31 21.99 22.82 chr2:39311522-39311722
chr17 45020290 45020490 201 * 7.40553979899532 7.91235910435838 6.61738915973174 1.31518005789821 6.23827789982713e-35 8.14368874607257e-33 252.61 247.44 252.7 210.9 83.58 103.36 108.5 97.29 chr17:45020290-45020490
chr2 116165641 116165841 201 * 6.95384017630926 7.48891055633802 6.0939307777918 1.31493654255525 1.34175715038553e-25 8.57953298047398e-24 193.51 155.34 210.38 159.29 81.22 58.61 64.51 68.88 chr2:116165641-116165841
chr19 40432009 40432209 201 * 5.73121028800001 6.25007599546912 4.91306781786658 1.31462026766102 3.58109668999665e-14 7.19833853568064e-13 73 97.64 66.5 67.31 25.11 35.16 32.26 27.98 chr19:40432009-40432209
chr11 17311839 17312039 201 * 7.00135905885936 7.52493047187537 6.1712598922359 1.31446660663244 1.94716985248195e-29 1.65501349528037e-27 169.18 203.05 169.27 195.19 72.98 73.52 73.31 68.45 chr11:17311839-17312039
chr8 44758739 44758939 201 * 5.92499871453171 6.46243762478968 5.05884181637424 1.31443312562176 8.44776934253374e-16 2.03190822349612e-14 97.34 109.85 73.76 71.79 33.35 29.84 32.26 37.88 chr8:44758739-44758939
chr19 16033837 16034037 201 * 5.1406693505506 5.7119174041775 4.18104739552788 1.31312177495973 3.01301945710298e-10 3.54456725425109e-09 48.67 61.03 48.36 51.6 14.13 18.11 13.2 27.12 chr19:16033837-16034037
chr9 58864857 58865057 201 * 5.75896786545947 6.27147517279278 4.95676470190519 1.31185390765124 2.38498138881376e-14 4.90855196519476e-13 97.34 77.67 84.64 49.36 28.25 30.9 36.66 28.41 chr9:58864857-58865057
chr9 27813531 27813731 201 * 5.96714440897287 6.5079547871604 5.09202976766846 1.31185119295752 9.39078703808755e-15 2.02434898565842e-13 120.51 92.09 93.1 58.33 32.96 28.77 30.79 43.91 chr9:27813531-27813731
chr17 25360667 25360867 201 * 6.86138744923845 7.40795690973876 5.97079233355355 1.31184346749803 2.64861592605643e-24 1.50028970355463e-22 186.56 179.75 140.26 172.76 72.59 58.61 46.92 72.75 chr17:25360667-25360867
chr12 86238790 86238990 201 * 7.37641325454308 7.90868593501709 6.52383559169874 1.31109535032512 2.04096049635136e-33 2.43875412535555e-31 246.82 264.08 239.4 210.9 106.34 83.11 79.18 99.44 chr12:86238790-86238990
chr8 112936422 112936622 201 * 7.1420225642734 7.677966751921 6.27981265468851 1.31082508517435 1.04205279707867e-30 9.73665108375416e-29 228.28 193.07 195.88 201.92 87.11 75.65 64.51 83.51 chr8:112936422-112936622
chr11 93898295 93898495 201 * 6.43741002772163 6.97855563106692 5.56140052115941 1.31073514728808 1.232157690278e-17 3.6278179534872e-16 135.58 149.79 82.22 136.86 56.5 41.56 46.92 43.91 chr11:93898295-93898495
chr12 35976005 35976205 201 * 5.0181969977801 5.57290455519698 4.10533160173593 1.3103104475483 1.44163517805027e-10 1.77897302817115e-09 47.51 51.04 44.74 47.12 18.05 15.98 17.59 17.22 chr12:35976005-35976205
chr1 172507098 172507298 201 * 7.75338281418761 8.2602300980472 6.96516352126093 1.3100297303714 2.53538486565137e-43 5.86225385984267e-41 320.98 322.89 299.86 282.69 117.32 137.46 130.49 114.51 chr1:172507098-172507298
chr17 57172489 57172689 201 * 5.91782486312498 6.43748216405121 5.09768067834375 1.30996204257192 2.10887102169181e-15 4.87095045338225e-14 66.05 92.09 94.31 94.23 30.61 38.36 39.59 28.41 chr17:57172489-57172689
chr15 76030181 76030381 201 * 7.13094779806204 7.66763298195299 6.26678306268166 1.30973399793892 3.74283976958532e-28 2.89560659716757e-26 173.81 207.49 218.85 213.14 76.91 63.93 73.31 93.85 chr15:76030181-76030381
chr4 28447005 28447205 201 * 6.0612415129585 6.61818056498486 5.14218674615751 1.30927913583692 1.66318988635027e-16 4.35071126198963e-15 96.18 100.97 101.56 94.23 48.26 29.84 27.86 35.3 chr4:28447005-28447205
chr5 110859479 110859679 201 * 6.10246119899697 6.65249401668994 5.2024457677815 1.30926401781697 7.48468156692213e-18 2.25313965036463e-16 99.65 97.64 90.68 114.42 39.24 28.77 36.66 42.62 chr5:110859479-110859679
chr8 44177091 44177291 201 * 5.81980405975882 6.35494149718227 4.9597182955637 1.30924378677153 1.66759512911358e-15 3.89094438178664e-14 83.43 83.22 97.94 62.82 32.96 35.16 24.93 31.43 chr8:44177091-44177291
chr1 40550353 40550553 201 * 5.08062362521866 5.62469657081296 4.19676716786363 1.30869456528845 1.13503096711461e-10 1.41945637416804e-09 40.56 57.7 51.99 47.12 17.27 17.05 20.53 18.51 chr1:40550353-40550553
chr1 31143578 31143778 201 * 5.14190985269406 5.70468719931125 4.20648901320098 1.30863494142582 5.21626320811843e-10 5.92090361735823e-09 70.68 38.84 36.27 62.82 19.62 21.31 16.13 16.79 chr1:31143578-31143778
chr16 18004649 18004849 201 * 8.87560612712569 9.38579926985731 8.07914345334095 1.30833698375296 9.16116972365434e-64 6.8168263913712e-61 675.56 692.37 744.81 563.14 275.85 258.93 287.38 259.58 chr16:18004649-18004849
chr15 83052769 83052969 201 * 7.13945199845702 7.66382571816664 6.3073004152653 1.30830061394427 3.64513318094854e-32 3.82174316991004e-30 207.42 215.26 191.04 197.44 84.76 83.11 71.84 77.06 chr15:83052769-83052969
chr10 21476352 21476552 201 * 7.37560265456244 7.89563752981916 6.55450232505394 1.30745491044121 8.50714304824608e-37 1.2894780845222e-34 242.18 237.45 241.82 231.09 89.07 94.83 90.91 101.16 chr10:21476352-21476552
chr8 124375265 124375465 201 * 7.06622565158693 7.58231163942008 6.25508173718079 1.30702734742679 1.69987866653559e-29 1.45388473076911e-27 200.47 205.27 181.37 179.49 78.87 90.57 68.91 67.16 chr8:124375265-124375465
chr15 58336492 58336692 201 * 5.89163502298581 6.40306895251086 5.09209845360486 1.30666112439672 7.84020392851298e-15 1.70627102300642e-13 81.11 85.44 82.22 89.74 23.54 31.97 46.92 34.01 chr15:58336492-58336692
chr1 80253022 80253222 201 * 6.10244931588272 6.62818395344722 5.26680699773782 1.30637286053823 1.36155712011563e-17 3.99586991174559e-16 115.88 97.64 99.15 83.01 42.38 44.75 33.72 33.15 chr1:80253022-80253222
chr4 121088785 121088985 201 * 7.41942661695335 7.92520604160254 6.63382438113076 1.30633433624874 7.45826315650456e-36 1.05252809935009e-33 241.02 260.75 239.4 231.09 87.9 106.56 108.5 94.28 chr4:121088785-121088985
chr1 189849682 189849882 201 * 6.58479144189065 7.10103298880219 5.77325712412374 1.3063197948584 1.33352664789394e-23 7.08769413355627e-22 146 145.35 136.63 121.15 56.11 47.95 63.05 51.66 chr1:189849682-189849882
